Name,From,Experience,Season,Salary,Age,Pos,G,MP,ThreePoint,TwoPoint,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,To,Height,Weight,College
Boris Diaw,2004,3,2006-07,1870501,24,PF,73,2268,15,291,82,120,91,226,317,352,28,38,154,177,2016,6.8,250,
Boris Diaw,2004,4,2007-08,9000000,25,PF,82,2308,13,295,96,129,97,281,378,317,61,39,155,166,2016,6.8,250,
Boris Diaw,2004,5,2008-09,9000000,26,PF,81,2754,75,373,101,147,118,314,432,333,61,53,215,202,2016,6.8,250,
Boris Diaw,2004,6,2009-10,9000000,27,PF,82,2906,66,307,113,147,131,293,424,325,60,57,178,219,2016,6.8,250,
Boris Diaw,2004,7,2010-11,9000000,28,PF,82,2778,78,303,84,123,105,309,414,337,74,46,166,190,2016,6.8,250,
Boris Diaw,2004,8,2011-12,9000000,29,PF,57,1424,31,125,22,35,70,210,280,205,34,25,112,125,2016,6.8,250,
Boris Diaw,2004,9,2012-13,4500000,30,PF,75,1709,30,149,47,65,66,188,254,180,52,27,84,143,2016,6.8,250,
Boris Diaw,2004,10,2013-14,4702500,31,PF,79,1974,45,257,68,92,74,252,326,222,44,32,121,140,2016,6.8,250,
Boris Diaw,2004,11,2014-15,7500000,32,PF,81,1984,54,237,72,93,78,270,348,233,36,23,126,148,2016,6.8,250,
Boris Diaw,2004,12,2015-16,7000000,33,PF,53,1004,21,123,42,58,44,130,174,131,20,13,63,75,2016,6.8,250,
Tim Duncan,1998,9,2006-07,17429672,30,C,80,2726,1,617,362,568,213,633,846,273,66,190,224,203,2016,6.11,250,Wake Forest University
Tim Duncan,1998,10,2007-08,19014188,31,C,78,2651,0,585,338,463,237,644,881,218,56,152,178,185,2016,6.11,250,Wake Forest University
Tim Duncan,1998,11,2008-09,20598704,32,C,75,2524,0,558,334,483,201,599,800,264,38,126,165,173,2016,6.11,250,Wake Forest University
Tim Duncan,1998,12,2009-10,22183220,33,C,78,2438,2,559,271,374,221,567,788,246,45,117,140,152,2016,6.11,250,Wake Forest University
Tim Duncan,1998,13,2010-11,18700000,34,C,76,2156,0,419,184,257,169,509,678,203,50,146,122,119,2016,6.11,250,Wake Forest University
Tim Duncan,1998,14,2011-12,21164619,35,C,58,1634,0,361,173,249,110,410,520,132,38,88,97,98,2016,6.11,250,Wake Forest University
Tim Duncan,1998,15,2012-13,9638554,36,C,69,2078,2,488,245,300,124,562,686,184,50,183,147,117,2016,6.11,250,Wake Forest University
Tim Duncan,1998,16,2013-14,10361446,37,C,74,2158,0,444,231,316,158,563,721,220,43,139,159,134,2016,6.11,250,Wake Forest University
Tim Duncan,1998,17,2014-15,10000000,38,PF,77,2227,2,417,230,311,170,534,704,230,63,151,131,165,2016,6.11,250,Wake Forest University
Tim Duncan,1998,18,2015-16,5000000,39,C,38,978,0,137,59,79,66,220,286,115,33,52,64,89,2016,6.11,250,Wake Forest University
Mike Dunleavy,2003,4,2006-07,7438016,26,SG-PF,82,2580,70,314,211,269,84,347,431,228,84,22,149,203,2016,6.9,230,Duke University
Mike Dunleavy,2003,5,2007-08,8219008,27,SG,82,2953,165,367,336,403,59,365,424,288,86,31,190,208,2016,6.9,230,Duke University
Mike Dunleavy,2003,6,2008-09,9000000,28,SG,18,495,32,61,53,65,14,54,68,44,12,9,38,36,2016,6.9,230,Duke University
Mike Dunleavy,2003,7,2009-10,9780992,29,SF,67,1486,75,154,133,158,25,211,236,103,38,15,72,105,2016,6.9,230,Duke University
Mike Dunleavy,2003,8,2010-11,10561984,30,SG,61,1683,102,138,100,125,28,248,276,105,40,30,69,107,2016,6.9,230,Duke University
Mike Dunleavy,2003,9,2011-12,3750000,31,SF,55,1445,83,156,116,143,29,175,204,117,28,8,58,87,2016,6.9,230,Duke University
Mike Dunleavy,2003,10,2012-13,3750000,32,SF,75,1943,128,148,105,128,31,260,291,145,39,35,90,135,2016,6.9,230,Duke University
Mike Dunleavy,2003,11,2013-14,3183000,33,SF,82,2584,123,210,140,164,46,299,345,186,64,46,108,163,2016,6.9,230,Duke University
Mike Dunleavy,2003,12,2014-15,3326235,34,SF,63,1838,107,102,70,87,28,220,248,114,39,21,60,123,2016,6.9,230,Duke University
Mike Dunleavy,2003,13,2015-16,4500000,35,SF,3,41,3,2,2,2,0,2,2,3,1,0,2,6,2016,6.9,230,Duke University
Monta Ellis,2006,1,2006-07,664209,21,SG,77,2638,39,441,273,358,62,181,243,319,132,21,221,210,2016,6.3,185,
Monta Ellis,2006,2,2007-08,770610,22,SG,81,3071,12,640,320,417,133,271,404,315,124,27,173,195,2016,6.3,185,
Monta Ellis,2006,3,2008-09,11000000,23,SG,25,892,8,186,78,94,14,94,108,93,39,8,67,67,2016,6.3,185,
Monta Ellis,2006,4,2009-10,11000000,24,SG,64,2647,77,554,292,388,47,210,257,340,143,25,244,189,2016,6.3,185,
Monta Ellis,2006,5,2010-11,11000000,25,SG,80,3227,137,589,340,431,44,237,281,450,168,23,252,203,2016,6.3,185,
Monta Ellis,2006,6,2011-12,11000000,26,SG,58,2120,62,388,219,275,20,180,200,346,85,18,177,136,2016,6.3,185,
Monta Ellis,2006,7,2012-13,11000000,27,SG,82,3076,94,503,289,374,45,271,316,496,169,36,254,164,2016,6.3,185,
Monta Ellis,2006,8,2013-14,8000000,28,PG,82,3023,69,507,339,430,38,257,295,471,141,23,264,197,2016,6.3,185,
Monta Ellis,2006,9,2014-15,8360000,29,SG,80,2699,81,521,228,303,34,156,190,329,148,25,198,197,2016,6.3,185,
Monta Ellis,2006,10,2015-16,10300000,30,SG,53,1787,52,242,96,126,22,138,160,257,97,26,147,109,2016,6.3,185,
Raymond Felton,2006,1,2006-07,3060840,22,PG,78,2832,103,290,204,256,51,216,267,545,118,10,230,180,2016,6.1,205,University of North Carolina
Raymond Felton,2006,2,2007-08,3274440,23,PG,79,2972,56,356,260,325,37,199,236,583,96,12,213,184,2016,6.1,205,University of North Carolina
Raymond Felton,2006,3,2008-09,4148716,24,PG,82,3086,59,383,219,272,54,256,310,553,126,30,228,191,2016,6.1,205,University of North Carolina
Raymond Felton,2006,4,2009-10,5501196,25,PG,80,2643,60,328,132,173,53,235,288,446,123,22,168,172,2016,6.1,205,University of North Carolina
Raymond Felton,2006,5,2010-11,7500000,26,PG-SG,75,2737,116,311,194,241,48,221,269,625,125,11,221,150,2016,6.1,205,University of North Carolina
Raymond Felton,2006,6,2011-12,7560000,27,PG,60,1906,62,199,100,124,27,122,149,390,78,10,170,122,2016,6.1,205,University of North Carolina
Raymond Felton,2006,7,2012-13,3480453,28,PG,68,2313,93,284,101,128,51,143,194,372,94,14,155,130,2016,6.1,205,University of North Carolina
Raymond Felton,2006,8,2013-14,3637073,29,PG,65,2017,62,178,88,122,54,143,197,365,78,27,129,157,2016,6.1,205,University of North Carolina
Raymond Felton,2006,9,2014-15,3793693,30,PG,29,281,10,33,12,15,2,24,26,41,11,4,18,17,2016,6.1,205,University of North Carolina
Raymond Felton,2006,10,2015-16,3950313,31,PG,54,1461,48,140,97,115,21,155,176,184,46,7,77,89,2016,6.1,205,University of North Carolina
Channing Frye,2006,1,2006-07,2325000,23,PF,72,1896,3,295,85,108,91,304,395,67,36,42,100,216,2016,6.11,255,University of Arizona
Channing Frye,2006,2,2007-08,2487240,24,C,78,1342,3,218,85,109,107,247,354,57,29,27,55,208,2016,6.11,255,University of Arizona
Channing Frye,2006,3,2008-09,3163769,25,PF,63,746,11,102,26,36,41,99,140,24,17,16,29,106,2016,6.11,255,University of Arizona
Channing Frye,2006,4,2009-10,2000000,26,C,81,2190,172,145,98,121,66,361,427,113,64,74,73,263,2016,6.11,255,University of Arizona
Channing Frye,2006,5,2010-11,5200000,27,PF,77,2541,171,187,89,107,65,448,513,96,46,79,73,272,2016,6.11,255,University of Arizona
Channing Frye,2006,6,2011-12,5600000,28,PF,64,1669,91,164,73,82,71,308,379,88,42,70,63,176,2016,6.11,255,University of Arizona
Channing Frye,2006,8,2013-14,6400000,30,PF,82,2312,160,176,78,95,73,343,416,98,60,63,89,245,2016,6.11,255,University of Arizona
Channing Frye,2006,9,2014-15,8175476,31,PF,75,1870,136,55,31,35,27,266,293,94,47,39,78,191,2016,6.11,255,University of Arizona
Channing Frye,2006,10,2015-16,7807579,32,C,44,754,48,33,19,21,23,118,141,45,21,20,30,71,2016,6.11,255,University of Arizona
Kevin Garnett,1996,11,2006-07,21000000,30,PF,76,2995,12,626,416,498,183,792,975,313,89,126,205,184,2016,6.11,240,
Kevin Garnett,1996,12,2007-08,23750000,31,PF,71,2328,0,534,269,336,135,520,655,244,100,89,138,163,2016,6.11,240,
Kevin Garnett,1996,13,2008-09,24751934,32,PF,57,1772,2,391,111,132,78,407,485,144,63,68,90,128,2016,6.11,240,
Kevin Garnett,1996,14,2009-10,16400000,33,PF,69,2060,1,401,185,221,78,428,506,185,68,57,101,170,2016,6.11,240,
Kevin Garnett,1996,15,2010-11,18800000,34,PF,71,2220,1,433,187,217,83,548,631,171,95,57,115,148,2016,6.11,240,
Kevin Garnett,1996,16,2011-12,21247044,35,C,60,1864,3,388,162,189,66,428,494,175,56,61,107,141,2016,6.11,240,
Kevin Garnett,1996,17,2012-13,11566265,36,C,68,2022,2,420,158,201,75,455,530,159,78,62,110,154,2016,6.11,240,
Kevin Garnett,1996,18,2013-14,12443735,37,C,54,1109,0,157,38,47,60,298,358,82,43,40,69,123,2016,6.11,240,
Kevin Garnett,1996,19,2014-15,12000000,38,PF,47,952,1,142,36,45,48,263,311,77,46,17,46,109,2016,6.11,240,
Kevin Garnett,1996,20,2015-16,8500000,39,PF,38,556,0,54,14,21,15,135,150,62,28,10,16,70,2016,6.11,240,
Pau Gasol,2002,5,2006-07,12364000,26,C,59,2133,3,459,299,400,149,432,581,201,29,126,162,137,2016,7,250,
Pau Gasol,2002,6,2007-08,13735000,27,C,66,2351,4,471,292,362,155,398,553,211,30,98,124,139,2016,7,250,
Pau Gasol,2002,7,2008-09,15106000,28,C,81,2999,1,591,343,439,262,518,780,284,52,81,157,172,2016,7,250,
Pau Gasol,2002,8,2009-10,16452000,29,C,65,2403,0,452,286,362,243,491,734,218,37,113,143,152,2016,7,250,
Pau Gasol,2002,9,2010-11,17823000,30,C,82,3037,1,592,354,430,268,568,836,273,48,130,142,203,2016,7,250,
Pau Gasol,2002,10,2011-12,18714150,31,PF,65,2430,7,452,204,261,183,495,678,237,37,88,142,127,2016,7,250,
Pau Gasol,2002,11,2012-13,19000000,32,PF,49,1655,8,262,125,178,111,310,421,200,24,61,104,93,2016,7,250,
Pau Gasol,2002,12,2013-14,19285850,33,C,60,1884,4,421,187,254,124,456,580,201,27,92,141,124,2016,7,250,
Pau Gasol,2002,13,2014-15,7128000,34,PF,78,2681,12,558,294,366,220,699,919,210,25,147,158,147,2016,7,250,
Pau Gasol,2002,14,2015-16,7448760,35,C,49,1563,16,316,154,191,110,423,533,165,30,97,102,98,2016,7,250,
Manu Ginobili,2003,4,2006-07,8254375,29,SG,75,2060,128,268,320,372,59,268,327,263,109,27,157,155,2016,6.6,205,
Manu Ginobili,2003,5,2007-08,9079811,30,SG,74,2299,156,297,380,442,63,291,354,332,109,33,200,173,2016,6.6,205,
Manu Ginobili,2003,6,2008-09,9905248,31,SG,44,1181,69,154,168,190,24,174,198,157,64,16,88,90,2016,6.6,205,
Manu Ginobili,2003,7,2009-10,10728130,32,SG,75,2150,132,266,309,355,68,216,284,370,103,24,154,154,2016,6.6,205,
Manu Ginobili,2003,8,2010-11,11854584,33,SG,80,2426,154,287,357,410,42,253,295,393,123,28,174,163,2016,6.6,205,
Manu Ginobili,2003,9,2011-12,12981038,34,SG,34,792,52,98,88,101,18,98,116,151,24,12,64,56,2016,6.6,205,
Manu Ginobili,2003,10,2012-13,14107492,35,SG,60,1393,83,146,164,206,30,171,201,274,80,13,132,114,2016,6.6,205,
Manu Ginobili,2003,11,2013-14,7500000,36,SG,68,1550,90,204,160,188,30,172,202,293,70,17,139,128,2016,6.6,205,
Manu Ginobili,2003,12,2014-15,7000000,37,SG,70,1587,89,162,147,204,28,183,211,293,67,20,154,138,2016,6.6,205,
Manu Ginobili,2003,13,2015-16,2814000,38,SG,43,846,51,102,73,92,22,105,127,142,48,8,73,68,2016,6.6,205,
Drew Gooden,2003,4,2006-07,6645402,25,PF,80,2238,1,370,142,199,263,418,681,88,70,28,115,210,2016,6.1,250,University of Kansas
Drew Gooden,2003,5,2007-08,6453416,26,PF,69,2122,0,332,162,215,175,415,590,81,48,53,122,203,2016,6.1,250,University of Kansas
Drew Gooden,2003,6,2008-09,7151183,27,PF,51,1264,0,237,131,156,113,249,362,48,30,18,76,144,2016,6.1,250,University of Kansas
Drew Gooden,2003,7,2009-10,4500000,28,C-PF,70,1755,1,287,186,216,207,335,542,47,41,58,108,194,2016,6.1,250,University of Kansas
Drew Gooden,2003,8,2010-11,5760000,29,PF,35,860,3,153,81,102,73,165,238,47,21,18,46,98,2016,6.1,250,University of Kansas
Drew Gooden,2003,9,2011-12,6226200,30,C,56,1469,16,271,176,208,130,233,363,144,46,34,109,112,2016,6.1,250,University of Kansas
Drew Gooden,2003,10,2012-13,6687400,31,C,16,151,1,19,11,16,13,18,31,6,5,6,9,21,2016,6.1,250,University of Kansas
Drew Gooden,2003,12,2014-15,6680000,33,PF,51,864,23,87,34,44,72,151,223,49,21,9,28,91,2016,6.1,250,University of Kansas
Drew Gooden,2003,13,2015-16,3300000,34,PF,21,270,7,21,7,10,26,49,75,13,7,9,12,32,2016,6.1,250,University of Kansas
Gerald Green,2006,1,2006-07,1347000,21,SF,81,1780,95,215,128,159,68,140,208,83,41,24,120,198,2016,6.7,205,
Gerald Green,2006,2,2007-08,1440960,22,SF,30,362,15,37,34,41,13,51,64,29,8,4,32,45,2016,6.7,205,
Gerald Green,2006,3,2008-09,854957,23,SG,38,376,14,65,27,32,14,40,54,15,10,5,33,51,2016,6.7,205,
Gerald Green,2006,6,2011-12,443181,26,SF,31,781,43,111,49,65,15,93,108,34,28,17,55,80,2016,6.7,205,
Gerald Green,2006,7,2012-13,3500000,27,SF,60,1080,59,96,52,65,31,110,141,50,19,23,53,64,2016,6.7,205,
Gerald Green,2006,8,2013-14,3500000,28,SG,82,2330,204,244,195,230,48,227,275,122,70,42,145,220,2016,6.7,205,
Gerald Green,2006,9,2014-15,3500000,29,SG,74,1446,137,187,99,120,33,153,186,91,42,12,104,145,2016,6.7,205,
Gerald Green,2006,10,2015-16,1356000,30,SG,47,1211,65,112,58,75,18,110,128,45,26,16,40,95,2016,6.7,205,
Devin Harris,2005,2,2006-07,3153120,23,PG,80,2081,14,278,215,261,45,151,196,296,96,21,146,242,2016,6.3,192,University of Wisconsin
Devin Harris,2005,3,2007-08,3995003,24,PG,64,2022,56,265,248,301,28,145,173,369,90,10,161,190,2016,6.3,192,University of Wisconsin
Devin Harris,2005,4,2008-09,7800000,25,PG,69,2494,64,391,496,605,30,201,231,476,114,13,212,164,2016,6.3,192,University of Wisconsin
Devin Harris,2005,5,2009-10,8400000,26,PG,64,2221,60,296,308,386,24,179,203,423,79,18,181,178,2016,6.3,192,University of Wisconsin
Devin Harris,2005,6,2010-11,8981000,27,PG,71,2254,58,285,335,402,17,152,169,503,70,7,207,163,2016,6.3,192,University of Wisconsin
Devin Harris,2005,7,2011-12,9319000,28,PG,63,1741,77,164,156,209,12,100,112,316,64,13,122,136,2016,6.3,192,University of Wisconsin
Devin Harris,2005,8,2012-13,8500000,29,SG,58,1421,77,117,112,154,6,110,116,197,64,13,88,103,2016,6.3,192,University of Wisconsin
Devin Harris,2005,9,2013-14,1272279,30,PG,40,818,31,65,92,115,8,77,85,178,28,2,59,72,2016,6.3,192,University of Wisconsin
Devin Harris,2005,10,2014-15,3878000,31,PG,76,1685,95,124,132,162,13,122,135,237,78,14,85,147,2016,6.3,192,University of Wisconsin
Devin Harris,2005,11,2015-16,4053000,32,PG,40,784,28,76,60,88,13,71,84,83,38,8,38,80,2016,6.3,192,University of Wisconsin
Udonis Haslem,2004,3,2006-07,5525000,26,PF,79,2483,0,353,138,203,188,466,654,97,49,26,110,236,2016,6.8,235,University of Florida
Udonis Haslem,2004,4,2007-08,6050000,27,PF,49,1805,0,507,142,0.81,336,443,68,39,18,67,145,589,2016,6.8,235,University of Florida
Udonis Haslem,2004,5,2008-09,6575000,28,PF,75,2560,0,643,170,0.753,449,618,85,43,25,82,204,794,2016,6.8,235,University of Florida
Udonis Haslem,2004,6,2009-10,7100000,29,PF,78,2177,0,632,193,0.762,462,629,52,30,23,75,174,771,2016,6.8,235,University of Florida
Udonis Haslem,2004,7,2010-11,3500000,30,PF,13,345,0,86,20,0.8,77,106,6,7,3,14,39,104,2016,6.8,235,University of Florida
Udonis Haslem,2004,8,2011-12,3780000,31,PF,64,1589,0,357,102,0.814,353,470,42,35,24,60,142,385,2016,6.8,235,University of Florida
Udonis Haslem,2004,9,2012-13,4060000,32,PF,75,1414,0,251,45,0.711,307,404,38,30,15,45,173,290,2016,6.8,235,University of Florida
Udonis Haslem,2004,10,2013-14,4340000,33,PF,46,653,0,146,44,0.568,133,175,13,11,15,24,79,173,2016,6.8,235,University of Florida
Udonis Haslem,2004,11,2014-15,2732000,34,PF,62,995,2,105,45,64,71,187,258,46,21,13,41,113,2016,6.8,235,University of Florida
Udonis Haslem,2004,12,2015-16,2854940,35,PF,25,201,1,14,8,9,8,47,55,13,4,2,5,17,2016,6.8,235,University of Florida
Chuck Hayes,2006,1,2006-07,664209,23,PF,78,1714,0,335,89,0.618,317,521,47,70,18,64,281,439,2016,6.6,240,University of Kentucky
Chuck Hayes,2006,2,2007-08,1750000,24,PF,79,1575,0,113,11,24,132,295,427,91,85,43,62,212,2016,6.6,240,University of Kentucky
Chuck Hayes,2006,3,2008-09,1768000,25,C,71,858,0,42,7,19,74,176,250,42,34,19,25,134,2016,6.6,240,University of Kentucky
Chuck Hayes,2006,4,2009-10,2111750,26,C,82,1773,0,329,66,0.545,314,465,139,73,43,74,219,358,2016,6.6,240,University of Kentucky
Chuck Hayes,2006,5,2010-11,1972500,27,C,74,2079,0,244,94,142,219,380,599,202,79,49,86,200,2016,6.6,240,University of Kentucky
Chuck Hayes,2006,6,2011-12,5250000,28,C,54,1039,0,73,26,39,72,162,234,77,36,17,50,111,2016,6.6,240,University of Kentucky
Chuck Hayes,2006,7,2012-13,5486250,29,C,74,1209,0,84,30,48,113,186,299,112,31,18,44,114,2016,6.6,240,University of Kentucky
Chuck Hayes,2006,8,2013-14,5722500,30,C,61,754,0,56,20,25,69,141,210,35,34,12,33,95,2016,6.6,240,University of Kentucky
Chuck Hayes,2006,9,2014-15,5958750,31,C,29,255,0,46,11,0.545,33,51,20,10,4,8,37,50,2016,6.6,240,University of Kentucky
Chuck Hayes,2006,10,2015-16,83583,32,C,2,24,0,2,2,1,8,8,2,0,0,3,6,4,2016,6.6,240,University of Kentucky
Kirk Hinrich,2004,3,2006-07,3192628,26,PG,80,2839,140,335,237,284,32,242,274,500,100,23,191,274,2016,6.4,190,University of Kansas
Kirk Hinrich,2004,4,2007-08,11250000,27,PG,75,2380,84,246,118,142,28,216,244,452,87,19,157,224,2016,6.4,190,University of Kansas
Kirk Hinrich,2004,5,2008-09,10000000,28,SG,51,1339,69,114,68,86,16,107,123,197,66,19,87,126,2016,6.4,190,University of Kansas
Kirk Hinrich,2004,6,2009-10,9500000,29,SG,74,2481,104,204,85,113,24,236,260,330,85,24,113,204,2016,6.4,190,University of Kansas
Kirk Hinrich,2004,7,2010-11,9000000,30,SG-PG,72,2157,75,203,106,126,21,161,182,288,75,17,121,185,2016,6.4,190,University of Kansas
Kirk Hinrich,2004,8,2011-12,8100000,31,SG,48,1237,47,75,25,32,11,90,101,132,38,11,58,100,2016,6.4,190,University of Kansas
Kirk Hinrich,2004,9,2012-13,3941000,32,PG,60,1764,71,88,70,98,16,142,158,314,63,25,99,192,2016,6.4,190,University of Kansas
Kirk Hinrich,2004,10,2013-14,4059000,33,PG,73,2116,85,158,95,125,31,161,192,286,80,26,120,203,2016,6.4,190,University of Kansas
Kirk Hinrich,2004,11,2014-15,2730000,34,SG,66,1610,58,84,35,50,20,101,121,148,46,14,73,144,2016,6.4,190,University of Kansas
Kirk Hinrich,2004,12,2015-16,2870000,35,SG,35,555,23,24,15,16,7,51,58,59,13,1,27,63,2016,6.4,190,University of Kansas
Dwight Howard,2005,2,2006-07,4806720,21,C,82,3023,1,525,390,666,283,725,1008,158,70,156,317,245,2016,6.11,265,
Dwight Howard,2005,3,2007-08,6061274,22,C,82,3088,0,583,529,897,279,882,1161,110,74,176,263,274,2016,6.11,265,
Dwight Howard,2005,4,2008-09,13758000,23,C,79,2821,0,560,504,849,336,757,1093,112,77,231,240,270,2016,6.11,265,
Dwight Howard,2005,5,2009-10,15202590,24,C,82,2843,0,510,483,816,284,798,1082,144,75,228,274,287,2016,6.11,265,
Dwight Howard,2005,6,2010-11,16647180,25,C,78,2935,0,619,546,916,309,789,1098,107,107,186,279,258,2016,6.11,265,
Dwight Howard,2005,7,2011-12,18091770,26,C,54,2070,0,416,281,572,200,585,785,104,81,116,175,159,2016,6.11,265,
Dwight Howard,2005,8,2012-13,19536360,27,C,76,2722,1,469,355,721,251,694,945,108,84,186,225,291,2016,6.11,265,
Dwight Howard,2005,9,2013-14,20513178,28,C,71,2396,2,471,349,638,231,635,866,131,60,128,229,240,2016,6.11,265,
Dwight Howard,2005,10,2014-15,21436271,29,C,41,1223,1,250,143,271,110,321,431,50,28,53,115,137,2016,6.11,265,
Dwight Howard,2005,11,2015-16,22359364,30,C,44,1420,0,237,167,314,157,371,528,65,45,65,108,135,2016,6.11,265,
Kris Humphries,2005,2,2006-07,1703520,21,PF,60,670,0,185,79,0.671,109,187,18,14,21,32,98,227,2016,6.9,235,University of Minnesota
Kris Humphries,2005,3,2007-08,2522913,22,PF,70,925,0,161,75,124,90,169,259,28,25,28,47,107,2016,6.9,235,University of Minnesota
Kris Humphries,2005,4,2008-09,3200000,23,SF,29,265,0,90,48,0.792,46,70,10,8,6,8,31,114,2016,6.9,235,University of Minnesota
Kris Humphries,2005,5,2009-10,3200000,24,PF,69,1221,0,180,127,190,120,258,378,32,36,48,66,145,2016,6.9,235,University of Minnesota
Kris Humphries,2005,6,2010-11,3200000,25,PF,74,2061,0,307,127,191,225,546,771,84,33,80,103,168,2016,6.9,235,University of Minnesota
Kris Humphries,2005,7,2011-12,8000000,26,PF,62,2162,0,671,278,0.752,448,681,90,50,74,119,173,855,2016,6.9,235,University of Minnesota
Kris Humphries,2005,8,2012-13,12000000,27,PF,65,1191,0,139,97,123,126,239,365,32,16,33,57,127,2016,6.9,235,University of Minnesota
Kris Humphries,2005,9,2013-14,12000000,28,PF,69,1376,0,231,117,144,127,282,409,67,31,61,64,136,2016,6.9,235,University of Minnesota
Kris Humphries,2005,10,2014-15,4300000,29,PF,64,1345,0,211,87,117,118,298,416,57,34,25,46,130,2016,6.9,235,University of Minnesota
Kris Humphries,2005,11,2015-16,4600000,30,PF,28,466,23,41,29,31,26,89,115,16,3,14,20,42,2016,6.9,235,University of Minnesota
Andre Iguodala,2005,2,2006-07,2201640,23,SG,76,3062,48,395,452,551,77,357,434,432,152,33,261,200,2016,6.6,207,University of Arizona
Andre Iguodala,2005,3,2007-08,2804889,24,SF,82,3242,101,481,365,506,85,361,446,391,171,49,214,187,2016,6.6,207,University of Arizona
Andre Iguodala,2005,4,2008-09,11300000,25,SF,82,3269,80,462,377,521,92,379,471,434,131,36,222,152,2016,6.6,207,University of Arizona
Andre Iguodala,2005,5,2009-10,12200000,26,SF,82,3193,94,402,315,430,82,447,529,472,141,55,218,145,2016,6.6,207,University of Arizona
Andre Iguodala,2005,6,2010-11,12345250,27,SF,67,2469,61,277,208,300,61,326,387,422,101,38,138,109,2016,6.6,207,University of Arizona
Andre Iguodala,2005,7,2011-12,13531750,28,SF,62,2209,76,211,121,196,56,325,381,339,107,30,115,92,2016,6.6,207,University of Arizona
Andre Iguodala,2005,8,2012-13,14968250,29,SG,80,2779,91,305,155,270,82,341,423,433,139,52,206,127,2016,6.6,207,University of Arizona
Andre Iguodala,2005,9,2013-14,12868632,30,SF,63,2040,62,158,86,132,53,240,293,263,95,18,100,103,2016,6.6,207,University of Arizona
Andre Iguodala,2005,10,2014-15,12289544,31,SG,77,2069,74,157,68,114,44,213,257,228,89,25,88,100,2016,6.6,207,University of Arizona
Andre Iguodala,2005,11,2015-16,11710456,32,SG,51,1393,48,98,44,69,46,172,218,179,60,17,63,82,2016,6.6,207,University of Arizona
Jarrett Jack,2006,1,2006-07,1137960,23,PG,79,2651,63,257,243,279,18,190,208,417,86,9,187,202,2016,6.3,200,Georgia Institute of Technology
Jarrett Jack,2006,2,2007-08,1217400,24,SG,82,2229,65,202,215,248,31,203,234,313,61,1,178,129,2016,6.3,200,Georgia Institute of Technology
Jarrett Jack,2006,3,2008-09,2002623,25,SG,82,2716,78,308,224,263,44,232,276,338,88,17,184,179,2016,6.3,200,Georgia Institute of Technology
Jarrett Jack,2006,4,2009-10,4500000,26,PG,82,2243,82,241,203,241,30,192,222,413,60,6,163,151,2016,6.3,200,Georgia Institute of Technology
Jarrett Jack,2006,5,2010-11,4600000,27,SG-PG,83,1722,33,227,182,214,20,153,173,242,54,6,110,102,2016,6.3,200,Georgia Institute of Technology
Jarrett Jack,2006,6,2011-12,5000000,28,PG,45,1530,39,227,129,148,23,153,176,285,31,9,106,93,2016,6.3,200,Georgia Institute of Technology
Jarrett Jack,2006,7,2012-13,5400000,29,SG,79,2349,82,305,167,198,21,222,243,439,60,11,157,134,2016,6.3,200,Georgia Institute of Technology
Jarrett Jack,2006,8,2013-14,6300000,30,PG,80,2252,63,223,125,149,22,201,223,324,56,22,133,133,2016,6.3,200,Georgia Institute of Technology
Jarrett Jack,2006,9,2014-15,6300000,31,PG,80,2241,39,320,200,227,19,226,245,373,75,13,191,143,2016,6.3,200,Georgia Institute of Technology
Jarrett Jack,2006,10,2015-16,6300000,32,PG,32,1027,31,109,100,112,9,127,136,236,34,7,94,77,2016,6.3,200,Georgia Institute of Technology
LeBron James,2004,3,2006-07,5828090,22,SF,78,3190,99,673,489,701,83,443,526,470,125,55,250,171,2016,6.8,250,
LeBron James,2004,4,2007-08,13041250,23,SF,75,3027,113,681,549,771,133,459,592,539,138,81,255,165,2016,6.8,250,
LeBron James,2004,5,2008-09,14410581,24,SF,81,3054,132,657,594,762,106,507,613,587,137,93,241,139,2016,6.8,250,
LeBron James,2004,6,2009-10,15779912,25,SF,76,2966,129,639,593,773,71,483,554,651,125,77,261,119,2016,6.8,250,
LeBron James,2004,7,2010-11,14500000,26,SF,79,3063,92,666,503,663,80,510,590,554,124,50,284,163,2016,6.8,250,
LeBron James,2004,8,2011-12,16022500,27,SF,62,2326,54,567,387,502,94,398,492,387,115,50,213,96,2016,6.8,250,
LeBron James,2004,9,2012-13,17545000,28,PF,76,2877,103,662,403,535,97,513,610,551,129,67,226,110,2016,6.8,250,
LeBron James,2004,10,2013-14,19067500,29,PF,77,2902,116,651,439,585,81,452,533,488,121,26,270,126,2016,6.8,250,
LeBron James,2004,11,2014-15,20644400,30,SF,69,2493,120,504,375,528,51,365,416,511,109,49,272,135,2016,6.8,250,
LeBron James,2004,12,2015-16,22971000,31,SF,51,1830,54,430,253,353,60,304,364,333,70,36,157,97,2016,6.8,250,
Al Jefferson,2005,2,2006-07,1618320,22,C,69,2319,0,453,201,295,237,519,756,88,48,106,136,232,2016,6.1,289,
Al Jefferson,2005,3,2007-08,2480885,23,C,82,2919,0,721,284,394,308,603,911,117,74,119,167,222,2016,6.1,289,
